variant,conjunto,n,Context Precision,Context Recall,Factual Correctness,Faithfulness,Response Relevancy
baseline_all_on,text-image,104,0.7210121833829017,0.7339743589743589,0.47945583584770635,0.8802556551354629,0.765473324116279
baseline_all_on,text-table,21,0.6423469387357594,0.8452380952380952,0.5004361744911554,0.8416633319994664,0.7114086236796533
