comparison,variant,checkpoint_path,output_path,dataset_path,eval_corpus,n_samples,Token_F1,Token_F1_sd,ROUGE_L_F1,ROUGE_L_F1_sd,BERTScore_P,BERTScore_R,BERTScore_F1,BERTScore_F1_sd,bertscore_model,bertscore_batch_size,bertscore_lang,bertscore_rescale_with_baseline
reinferencia_v2_en_ragbench_visual_image_table_25p,baseline_all_on,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\reinferencia_v2_en_ragbench_visual_image_table_25p\checkpoints\baseline_all_on.json,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\reinferencia_v2_en_ragbench_visual_image_table_25p\training_metrics\baseline_all_on.csv,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\datasets\ragbench\visual\dataset_ragbench_visual_image_table_25p_5q.json,en,125,24.32,13.13,19.86,12.63,1.17,32.44,14.14,19.49,microsoft/deberta-xlarge-mnli,32,en,True
