sample_idx,bs_precision,bs_recall,bs_f1
175,0.1532,0.2240,0.1909
176,0.7870,0.6984,0.7427
177,0.8349,0.4522,0.6237
178,0.4040,0.4916,0.4487
179,0.1864,0.8013,0.4357
180,0.5763,0.2988,0.4272
181,0.4130,0.4416,0.4294
182,0.6920,0.6244,0.6589
183,0.9094,0.5024,0.6839
184,0.4807,0.7086,0.5885
185,0.6341,0.1902,0.3814
186,0.4516,0.3344,0.3931
187,0.7076,0.6899,0.6999
188,0.8878,0.6017,0.7345
189,0.3444,0.7930,0.5398
190,0.7754,0.5600,0.6624
191,0.8792,0.9139,0.8968
192,0.3537,0.7642,0.5349
193,0.4008,0.3347,0.3696
194,1.0000,1.0000,1.0000
195,0.7242,0.5866,0.6541
196,-0.0989,0.5522,0.1482
197,0.6263,0.4622,0.5419
198,0.7464,0.6584,0.7025
199,0.9584,0.7573,0.8532
