sample_idx,bs_precision,bs_recall,bs_f1
86,0.6173,0.6555,0.6376
87,0.5626,0.4929,0.5289
88,0.9774,0.9803,0.9789
89,0.7775,0.6371,0.7057
90,0.6214,0.3230,0.4600
91,0.5102,0.6505,0.5791
92,0.2651,0.8163,0.4955
93,0.0741,0.4631,0.2434
94,0.0624,0.1969,0.1294
95,0.0724,0.5446,0.2710
96,0.4925,0.6793,0.5823
97,0.7940,0.7665,0.7810
98,0.7288,0.7101,0.7205
99,0.4364,-0.0773,0.1303
100,0.7670,0.7744,0.7716
101,0.0408,0.4108,0.2025
102,0.4794,0.1396,0.2914
103,0.7628,0.1623,0.4062
104,0.0991,0.7143,0.3452
105,-0.0012,0.5364,0.2167
106,0.4703,0.8536,0.6422
107,0.1704,0.5026,0.3196
108,0.3471,0.7851,0.5386
109,0.8238,0.6697,0.7446
110,0.5169,0.1677,0.3235
111,0.4461,0.0889,0.2467
112,0.7502,0.4091,0.5638
113,-0.0401,0.4903,0.1741
114,0.3940,0.3398,0.3689
115,0.7770,0.7610,0.7699
116,0.7523,0.4859,0.6102
117,0.2130,0.1588,0.1886
118,0.3073,0.6470,0.4606
119,0.5315,0.2306,0.3680
120,0.6381,0.5473,0.5931
121,0.3735,0.2541,0.3140
122,-0.2407,0.3955,-0.0068
123,0.7007,0.1624,0.3858
124,0.1487,0.0159,0.0822
125,0.4407,0.3592,0.4012
126,1.0000,1.0000,1.0000
127,0.2996,0.6178,0.4444
128,0.2703,0.3317,0.3031
129,0.0449,0.4573,0.2220
130,0.5916,0.6256,0.6100
131,0.5493,0.3041,0.4190
132,0.6505,0.4576,0.5501
133,0.8151,0.7281,0.7715
134,0.0777,0.1713,0.1262
135,0.6320,0.7057,0.6694
136,0.2168,0.1800,0.2014
137,0.8061,0.7115,0.7586
138,0.3783,0.3542,0.3687
139,0.6542,0.8150,0.7321
140,0.6110,0.0687,0.2907
141,0.0911,0.6675,0.3247
142,0.7065,0.2638,0.4559
143,-0.0438,0.4272,0.1511
144,0.5084,0.6294,0.5684
145,0.6702,0.1684,0.3796
146,0.6165,0.3530,0.4758
147,0.8936,0.7153,0.8010
148,0.8447,0.5813,0.7045
149,0.2037,0.1188,0.1631
150,0.1957,-0.0458,0.0660
151,0.5722,0.4449,0.5080
152,0.6517,-0.4460,-0.1492
153,0.7624,0.7042,0.7339
154,0.9628,0.9207,0.9418
155,0.1492,0.3267,0.2350
156,0.0829,0.4369,0.2393
157,0.9563,0.9669,0.9617
158,0.5640,0.9267,0.7283
159,0.4543,0.5838,0.5183
160,0.4960,0.5550,0.5268
161,0.5444,0.3338,0.4341
162,0.4641,0.5867,0.5249
163,0.9435,0.5720,0.7399
164,0.5765,0.2765,0.4139
165,0.5953,0.7786,0.6834
166,0.4787,0.6914,0.5799
167,0.8380,0.8786,0.8586
168,0.0389,0.3196,0.1668
169,0.9713,0.9737,0.9726
170,0.5168,0.4255,0.4720
171,0.8116,0.5792,0.6890
172,0.7632,0.6155,0.6875
173,0.7817,0.5374,0.6524
174,0.5437,0.0884,0.2816
175,0.1532,0.2240,0.1909
176,0.7870,0.6984,0.7427
177,0.8349,0.4522,0.6237
178,0.4040,0.4916,0.4487
179,0.1864,0.8013,0.4357
180,0.5398,0.3737,0.4545
181,0.4130,0.4416,0.4294
182,0.6920,0.6244,0.6589
183,0.9094,0.5024,0.6839
184,0.4807,0.7086,0.5885
