input_csv,output_csv,rows_total,rows_scored,rows_skipped,mean_bertscore_precision,mean_bertscore_recall,mean_bertscore_f1,bertscore_model,bertscore_rescale_with_baseline
C:\Users\nadiv\repos\localOllamaRAG\evaluation\runs\ragas\comparisons\todas_ablacion\scores\baseline_all_on.csv,C:\Users\nadiv\repos\localOllamaRAG\evaluation\runs\bertscore\todas_ablacion\baseline_all_on_bertscore.csv,50,50,0,0.333266,0.445223,0.385449,microsoft/deberta-xlarge-mnli,True
C:\Users\nadiv\repos\localOllamaRAG\evaluation\runs\ragas\comparisons\todas_ablacion\scores\no_context_expansion.csv,C:\Users\nadiv\repos\localOllamaRAG\evaluation\runs\bertscore\todas_ablacion\no_context_expansion_bertscore.csv,50,50,0,0.330892,0.462871,0.38928,microsoft/deberta-xlarge-mnli,True
C:\Users\nadiv\repos\localOllamaRAG\evaluation\runs\ragas\comparisons\todas_ablacion\scores\no_context_optimization.csv,C:\Users\nadiv\repos\localOllamaRAG\evaluation\runs\bertscore\todas_ablacion\no_context_optimization_bertscore.csv,50,50,0,0.409911,0.476335,0.436164,microsoft/deberta-xlarge-mnli,True
C:\Users\nadiv\repos\localOllamaRAG\evaluation\runs\ragas\comparisons\todas_ablacion\scores\no_exhaustive_search.csv,C:\Users\nadiv\repos\localOllamaRAG\evaluation\runs\bertscore\todas_ablacion\no_exhaustive_search_bertscore.csv,50,50,0,0.342706,0.447801,0.389973,microsoft/deberta-xlarge-mnli,True
C:\Users\nadiv\repos\localOllamaRAG\evaluation\runs\ragas\comparisons\todas_ablacion\scores\no_lexical_search.csv,C:\Users\nadiv\repos\localOllamaRAG\evaluation\runs\bertscore\todas_ablacion\no_lexical_search_bertscore.csv,50,50,0,0.352524,0.457932,0.400634,microsoft/deberta-xlarge-mnli,True
C:\Users\nadiv\repos\localOllamaRAG\evaluation\runs\ragas\comparisons\todas_ablacion\scores\no_query_decomposition.csv,C:\Users\nadiv\repos\localOllamaRAG\evaluation\runs\bertscore\todas_ablacion\no_query_decomposition_bertscore.csv,50,50,0,0.340909,0.462155,0.396307,microsoft/deberta-xlarge-mnli,True
C:\Users\nadiv\repos\localOllamaRAG\evaluation\runs\ragas\comparisons\todas_ablacion\scores\no_recomp_synthesis.csv,C:\Users\nadiv\repos\localOllamaRAG\evaluation\runs\bertscore\todas_ablacion\no_recomp_synthesis_bertscore.csv,50,50,0,0.336638,0.46204,0.391836,microsoft/deberta-xlarge-mnli,True
C:\Users\nadiv\repos\localOllamaRAG\evaluation\runs\ragas\comparisons\todas_ablacion\scores\no_reranker.csv,C:\Users\nadiv\repos\localOllamaRAG\evaluation\runs\bertscore\todas_ablacion\no_reranker_bertscore.csv,50,50,0,0.363277,0.436405,0.393971,microsoft/deberta-xlarge-mnli,True
