comparison,variant,checkpoint_path,output_path,dataset_path,eval_corpus,n_samples,Token_F1,Token_F1_sd,ROUGE_L_F1,ROUGE_L_F1_sd,BERTScore_P,BERTScore_R,BERTScore_F1,BERTScore_F1_sd,bertscore_model,bertscore_batch_size,bertscore_lang,bertscore_rescale_with_baseline
reinferencia_v3_ca_50_final_ca,all_off,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\reinferencia_v3_ca_50_final_ca\checkpoints\all_off.json,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\reinferencia_v3_ca_50_final_ca\training_metrics\all_off.csv,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_ca.json,ca,50,56.49,14.41,47.87,15.59,55.01,44.45,49.12,14.39,microsoft/deberta-xlarge-mnli,32,en,True
